Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Bor Brezonik,Bor Institut RIM,Bor Krivelj,Bor Gradski park,Cacak,Popovac,Kamenicki Vis EMEP,Kikinda,Kosjeric,Kragujevac,Krusevac,Loznica,Nis IZJZ Nis,Nis O.s. Sveti Sava,Obrenovac Centar,Pancevo Sodara,Paracin,Sremska Mitrovica,Sabac,Smederevo Carina,Uzice,Valjevo,Vranje,Zajecar,Smederevo Radinac
2012-10-01,16.72,26.85,16.96,9.86,9.04,20.77,405.81,16.33,1185.63,7.96,7.24,19.86,11.17,7.05,10.89,8.42,13.27,18.35,8.14,24.27,20.96,11.37,16.8,6.12,14.28,7.86,17.97,8.82,10.47,23.0
2012-10-02,13.61,26.77,14.33,12.84,7.03,31.2,38.13,11.48,371.51,8.83,7.02,12.59,6.44,6.99,8.47,6.83,16.12,12.87,6.82,25.31,24.82,10.31,10.4,,13.83,6.43,14.36,8.41,8.25,19.17
2012-10-03,7.43,15.13,6.54,6.12,6.1,11.79,12.62,8.37,14.21,6.78,6.12,26.35,6.12,6.12,13.33,15.56,19.17,14.36,20.57,21.37,6.12,34.44,6.45,,6.83,6.12,11.45,11.42,18.69,8.14
2012-10-04,7.2,20.38,7.99,9.5,6.1,18.83,18.74,17.15,21.0,9.55,6.12,16.69,6.12,10.02,11.87,7.69,21.75,10.83,6.42,36.77,6.12,12.35,7.95,6.12,9.29,8.56,19.87,6.64,31.85,10.36
2012-10-05,8.48,20.26,10.19,9.5,7.03,31.13,78.72,36.8,63.1,7.44,6.12,15.62,6.37,6.42,12.05,8.8,7.04,11.15,6.43,27.86,6.12,13.27,7.86,6.43,9.06,6.12,13.34,7.22,26.26,12.16
2012-10-06,27.79,35.19,18.5,23.23,24.56,180.37,63.08,97.92,70.05,6.12,6.12,9.96,11.28,6.12,10.42,6.54,18.38,12.18,6.12,39.18,54.84,8.49,26.32,7.32,14.45,8.22,12.15,7.92,7.02,22.98
2012-10-07,16.21,36.62,16.84,16.44,19.29,264.1,158.81,151.87,263.74,6.12,6.12,9.4,6.85,6.12,11.33,6.53,11.06,11.7,6.12,31.29,13.74,10.52,13.64,14.23,15.56,6.12,10.14,6.47,16.67,17.4
2012-10-08,6.12,13.25,6.12,6.12,6.1,7.82,8.14,6.12,7.33,6.12,6.12,8.76,6.12,6.12,11.99,6.72,20.15,7.19,6.12,24.36,6.12,7.51,6.12,6.12,6.12,6.12,9.8,6.12,9.42,
2012-10-09,12.25,21.18,20.62,8.06,7.4,305.65,169.89,58.44,348.48,6.12,6.12,6.38,9.39,6.12,7.07,6.12,7.61,14.87,6.42,20.52,18.02,7.09,22.81,41.24,16.46,9.0,11.58,8.81,17.22,25.62
2012-10-10,10.35,23.32,9.47,12.22,10.03,104.89,221.97,41.24,312.96,14.24,9.13,22.43,6.12,17.99,20.65,11.69,11.42,18.84,11.36,21.51,15.38,19.05,10.21,8.77,12.86,18.95,39.71,10.94,48.64,19.46
2012-10-11,6.12,16.3,6.12,6.12,13.76,11.95,20.48,8.74,15.84,13.16,6.12,25.64,6.12,7.05,7.23,9.74,6.98,14.1,12.2,13.46,6.12,19.23,6.41,8.42,6.12,6.12,9.86,12.9,74.54,7.69
2012-10-12,20.97,27.09,11.6,14.47,9.33,393.6,28.46,8.9,136.1,7.17,6.12,11.95,9.15,6.41,10.31,7.28,8.73,6.52,8.56,27.56,24.27,11.31,14.02,25.1,15.31,6.12,10.85,6.81,17.71,16.14
2012-10-13,8.14,13.91,6.12,6.12,6.36,33.64,29.04,10.4,110.59,21.78,6.12,6.41,6.12,7.18,8.32,6.12,24.39,6.12,6.12,14.65,12.34,13.09,6.12,60.87,6.12,6.12,12.09,6.12,15.46,9.63
2012-10-14,13.11,21.16,9.56,11.0,8.34,104.03,24.57,11.97,252.02,,6.12,6.12,6.12,6.12,8.48,6.12,19.61,11.11,6.12,30.21,16.97,7.63,7.66,36.53,12.01,6.12,11.63,6.12,6.12,13.79
2012-10-15,10.54,21.18,14.55,9.22,6.1,44.24,7.24,10.65,9.01,6.12,6.12,6.37,10.26,6.12,7.58,6.38,11.03,12.55,6.12,23.93,24.7,6.12,12.38,80.04,15.85,6.12,10.51,6.12,7.73,14.22
2012-10-16,6.12,18.07,12.32,9.44,6.1,230.92,59.93,54.61,262.15,6.12,6.12,7.39,8.73,6.12,,6.12,13.6,17.63,6.12,15.51,14.93,6.12,7.92,39.51,13.07,6.12,10.6,6.12,7.48,15.88
2012-10-17,13.42,22.52,11.39,21.18,16.11,12.04,28.66,12.82,14.26,6.12,6.12,7.04,6.42,6.12,,6.12,16.71,7.64,6.12,46.97,19.36,9.02,8.99,37.94,19.3,7.08,12.52,6.12,8.68,21.97
2012-10-18,20.12,31.55,15.42,23.18,13.85,172.58,102.89,18.97,185.56,6.48,6.12,9.92,18.56,6.12,17.56,14.57,11.16,17.39,7.38,15.55,30.36,10.75,23.23,52.42,28.5,7.9,12.05,7.99,20.09,
2012-10-19,20.66,33.05,18.34,21.23,14.24,785.99,380.7,31.84,740.65,6.12,6.12,19.24,8.69,6.57,9.64,11.63,12.89,13.26,8.51,18.2,32.81,13.8,22.3,37.57,24.0,8.57,13.06,9.19,24.39,
2012-10-20,16.9,25.96,15.99,16.3,8.72,293.4,146.65,39.12,272.65,6.12,6.12,14.82,11.7,6.12,10.54,8.78,13.51,12.27,8.53,27.83,34.54,7.38,37.03,39.12,15.82,7.91,10.23,7.56,12.59,
2012-10-21,17.86,24.18,10.48,11.29,7.97,9.32,149.57,6.12,781.76,6.12,6.12,6.12,6.64,6.12,6.74,6.12,9.72,6.51,6.12,15.22,22.1,6.12,19.21,52.76,6.52,6.43,8.97,6.44,10.89,
2012-10-22,25.31,27.15,17.6,17.46,9.94,15.98,187.15,6.12,286.58,6.49,6.12,6.12,7.73,6.12,13.22,7.13,9.94,9.25,6.45,20.76,21.85,12.79,20.95,42.23,17.91,6.68,13.99,7.2,15.95,
2012-10-23,12.83,23.32,15.24,17.07,13.4,201.5,84.28,70.49,117.16,20.7,7.03,21.01,6.12,9.65,20.08,13.13,12.25,16.07,12.6,22.32,14.54,19.12,12.51,88.56,16.84,6.9,26.61,8.28,23.7,
2012-10-24,6.12,13.58,6.12,6.75,6.1,584.75,84.28,138.83,88.21,13.95,6.12,28.88,6.12,6.12,12.78,16.81,9.34,11.39,14.98,14.2,6.45,17.94,6.37,187.51,13.54,6.12,6.37,11.73,20.18,
2012-10-25,25.5,23.91,9.7,24.89,24.78,44.62,164.58,17.09,81.85,7.25,6.12,13.9,13.58,6.12,8.32,7.65,11.29,6.96,6.12,118.92,15.07,13.16,20.06,130.73,30.52,6.12,8.4,16.51,74.89,
2012-10-26,36.22,50.92,19.53,34.53,31.37,12.79,103.9,14.23,17.62,10.45,6.12,9.88,7.77,6.12,42.39,10.43,20.45,9.52,7.3,36.8,41.1,20.34,19.92,141.41,35.91,6.65,22.4,14.41,48.36,
2012-10-27,14.92,27.63,30.66,11.75,7.08,359.96,178.6,15.74,359.69,7.18,6.12,8.79,13.51,6.12,28.23,6.12,17.09,17.16,6.67,24.58,25.88,9.15,19.51,114.91,25.99,6.12,13.85,8.61,19.83,
2012-10-28,6.12,14.15,8.21,6.12,6.1,238.19,336.15,35.81,293.72,6.12,6.12,6.95,6.12,6.12,16.84,7.51,47.13,9.74,6.12,15.92,9.13,6.12,6.71,112.44,14.92,6.12,8.56,6.12,18.49,
2012-10-29,6.12,10.4,6.12,6.12,7.05,17.47,17.39,8.25,17.83,10.94,6.12,22.32,6.12,6.12,22.73,13.32,13.52,6.73,20.38,13.43,6.12,14.33,6.41,114.08,13.18,6.12,7.73,15.13,22.92,
2012-10-30,26.01,21.26,7.77,18.69,19.22,15.75,17.86,8.09,15.37,10.3,6.12,9.81,6.12,6.12,13.71,10.44,23.3,6.12,8.48,24.02,8.73,7.73,6.92,116.66,20.46,6.12,10.62,16.07,20.08,19.61
2012-10-31,19.93,28.05,18.97,29.11,17.9,59.24,59.56,12.88,163.8,7.07,6.12,7.48,11.72,6.12,15.11,9.53,20.09,9.62,10.13,21.98,23.25,9.78,16.13,116.52,26.46,6.12,12.36,20.27,23.29,29.87
2012-11-01,10.11,26.22,13.29,13.71,13.21,146.63,98.55,32.15,467.52,7.36,6.12,10.05,7.26,6.12,20.08,9.37,24.98,8.57,7.97,18.71,27.76,7.79,18.15,136.44,22.02,6.12,11.79,7.2,12.06,14.42
2012-11-02,25.68,45.68,40.93,37.92,34.24,431.33,164.94,141.84,242.44,8.43,6.12,6.12,13.33,6.12,14.24,15.99,11.11,19.71,9.81,21.41,33.18,12.51,12.81,105.59,33.59,6.12,20.36,8.25,32.12,27.57
2012-11-03,10.74,23.21,12.39,11.77,9.14,307.35,172.61,89.6,156.74,6.12,6.12,6.12,11.26,6.12,20.84,10.16,12.21,12.52,6.12,18.13,18.27,8.23,8.3,89.62,19.65,6.12,12.69,9.52,21.08,14.95
2012-11-04,13.82,30.14,22.34,20.9,12.07,460.65,235.11,41.35,242.37,6.12,6.12,6.12,8.22,6.12,12.73,7.45,16.37,15.65,8.08,21.66,26.7,6.46,11.04,86.7,11.67,6.12,19.4,9.55,23.76,13.03
2012-11-05,8.88,20.14,20.56,7.04,6.1,90.37,268.08,6.62,315.94,6.67,6.12,6.37,10.41,6.12,15.66,9.09,11.6,24.28,7.54,22.89,15.52,7.09,10.77,83.04,23.85,6.12,21.03,11.34,30.78,27.63
2012-11-06,11.52,17.42,11.16,8.86,10.18,10.43,21.79,6.12,11.92,6.83,6.12,7.47,6.12,6.12,12.27,9.6,8.39,9.55,6.79,17.22,10.88,12.67,7.02,108.46,23.29,6.12,12.2,12.16,33.56,14.94
2012-11-07,14.23,15.03,6.12,11.73,12.68,7.1,7.29,6.79,6.83,10.35,6.12,7.91,6.12,6.12,8.04,11.02,7.71,6.97,8.27,17.01,7.88,11.73,6.82,89.22,26.3,6.12,9.76,22.5,22.85,25.94
2012-11-08,18.74,31.99,19.92,26.3,26.43,7.55,9.53,6.37,10.42,12.98,6.12,21.32,6.12,6.12,13.34,17.88,,11.31,13.09,27.79,24.0,12.96,18.99,241.55,26.57,6.12,42.68,21.27,29.07,22.05
2012-11-09,7.49,26.49,19.62,20.78,21.51,142.75,59.79,13.6,,15.41,6.12,16.81,6.12,8.37,17.08,26.49,,10.05,9.43,23.2,17.21,8.57,13.73,161.6,22.28,6.12,12.22,17.83,40.57,19.49
2012-11-10,9.19,26.55,14.91,14.07,16.96,143.73,25.27,21.17,,13.03,6.12,10.62,6.44,6.12,36.75,16.44,,10.33,8.52,21.55,28.44,9.83,10.17,159.67,21.37,6.12,15.68,9.66,29.43,16.75
2012-11-11,6.41,23.29,14.49,8.59,10.49,105.1,43.18,6.12,,8.52,6.12,15.51,6.12,6.72,33.78,10.47,,21.5,7.59,17.64,46.35,6.12,16.12,177.14,26.99,6.12,13.87,9.02,16.51,26.77
2012-11-12,23.82,25.99,17.49,23.76,20.99,285.81,140.88,27.48,,8.96,6.12,19.91,12.3,6.12,21.61,19.77,,15.11,12.04,24.63,39.29,6.63,12.35,169.74,22.43,6.12,18.7,10.05,21.83,24.22
2012-11-13,6.56,6.12,7.19,13.79,16.61,160.23,27.02,29.8,,12.07,6.12,19.88,6.12,7.97,17.82,25.0,,15.86,16.64,16.36,13.28,10.24,6.12,140.54,14.83,6.98,8.41,26.09,48.05,
2012-11-14,6.12,6.12,8.23,7.77,6.74,9.01,6.46,6.12,,18.58,6.12,6.41,6.12,10.16,8.81,,,6.12,8.97,14.05,10.84,31.72,7.74,126.22,25.08,6.12,11.12,13.31,23.88,
2012-11-15,7.02,12.14,10.22,8.57,6.37,6.12,6.12,6.12,,8.43,6.12,6.12,6.12,6.12,13.34,6.79,,6.79,6.4,14.75,19.68,9.49,12.37,168.91,19.68,6.12,6.37,18.15,11.38,
2012-11-16,17.21,6.12,13.16,21.52,17.29,67.73,19.11,6.12,,9.11,6.12,6.12,8.83,6.44,16.7,6.38,,9.62,8.93,20.74,36.56,6.99,15.54,152.05,26.36,6.12,6.37,15.65,14.96,22.75
2012-11-17,31.39,17.41,21.7,27.84,27.08,15.63,6.46,6.12,,6.12,6.12,9.42,12.69,6.12,13.47,8.9,,10.25,8.72,17.98,23.85,6.45,26.42,151.04,20.98,6.12,10.47,15.07,12.32,21.87
2012-11-18,12.04,24.93,18.27,22.51,21.52,8.73,6.12,6.12,,6.12,6.12,7.15,6.76,6.12,11.15,8.0,,9.8,8.97,17.54,60.55,6.12,22.45,140.69,22.43,6.58,12.51,8.97,9.64,20.93
2012-11-19,20.85,23.48,15.24,23.32,13.18,7.88,8.35,9.67,,8.11,6.12,6.64,10.52,6.12,12.21,13.06,,12.93,6.73,20.16,44.51,6.99,17.63,139.77,22.32,8.21,11.03,11.17,16.16,18.83
2012-11-20,14.97,21.91,11.84,21.66,9.05,7.19,6.42,8.01,1518.48,13.95,6.12,6.12,9.75,6.12,13.78,9.71,,12.91,10.88,18.93,39.33,6.12,17.64,131.53,27.27,6.12,10.5,12.32,8.93,27.6
2012-11-21,11.5,13.44,10.86,15.2,6.1,6.12,6.12,6.37,520.01,6.44,6.12,6.12,7.05,6.12,10.3,6.38,,7.84,6.12,20.4,13.32,6.12,18.42,134.45,16.76,6.12,8.45,11.04,6.12,15.56
2012-11-22,33.6,35.11,19.63,32.22,32.96,6.12,6.12,6.12,342.1,9.91,6.12,6.12,12.65,6.12,15.65,7.07,,9.39,11.19,25.8,43.93,6.12,18.39,132.36,21.62,6.12,6.12,8.01,7.43,19.2
2012-11-23,33.69,34.61,20.85,32.03,23.44,6.12,9.93,6.98,274.99,8.87,6.12,6.12,10.15,7.9,15.77,8.65,,12.6,6.12,27.75,43.72,6.12,19.95,124.31,22.43,6.12,7.61,8.83,16.04,16.15
2012-11-24,21.88,23.19,15.76,32.8,37.77,63.84,20.14,90.45,50.82,23.05,6.12,25.99,10.11,15.67,19.82,15.38,,6.12,8.61,36.69,27.38,13.03,14.34,138.44,44.49,6.12,9.71,7.19,26.25,32.96
2012-11-25,14.08,15.78,21.15,32.75,52.67,28.86,23.96,62.96,40.93,10.12,6.12,9.38,9.04,6.12,13.74,11.93,,11.67,11.29,15.61,13.11,7.87,6.12,116.18,36.73,6.62,11.27,6.12,30.96,31.25
2012-11-26,26.46,30.82,30.81,44.37,28.76,808.7,77.26,363.03,327.47,14.59,6.12,6.12,10.1,6.12,12.51,11.75,,11.42,14.26,23.5,27.9,8.18,15.64,134.83,23.87,7.96,14.1,6.38,17.19,28.37
2012-11-27,19.63,26.39,30.26,27.55,13.55,698.57,1294.8,109.51,1407.98,10.63,6.12,6.12,7.77,7.41,14.3,23.71,,9.19,9.73,31.33,32.29,12.62,15.53,104.94,18.15,8.56,16.14,6.12,16.02,34.25
2012-11-28,15.12,24.55,30.21,19.56,12.49,2354.87,1455.9,822.84,2051.16,10.31,6.12,8.08,11.86,10.04,19.48,26.67,26.18,18.51,14.01,24.8,78.02,10.7,17.1,6.12,23.94,8.42,13.11,6.12,11.62,34.85
2012-11-29,9.53,19.48,39.02,8.25,6.1,400.25,220.41,124.34,408.39,9.49,6.12,6.12,15.18,6.12,19.16,8.05,14.6,12.89,6.41,22.93,26.77,7.09,13.3,,20.63,6.12,11.28,6.12,15.51,19.47
2012-11-30,6.73,8.63,23.63,6.12,6.63,207.45,136.48,215.9,140.23,9.93,6.12,6.12,6.45,6.71,17.02,9.04,18.39,13.01,9.43,16.24,17.05,7.7,6.75,,12.64,6.73,16.87,6.12,25.9,
2012-12-01,10.56,9.66,6.12,9.29,17.95,95.12,149.31,52.12,160.71,20.85,6.12,23.7,6.12,13.61,14.7,14.16,18.53,6.12,17.83,15.72,16.16,11.85,6.12,51.84,16.24,6.12,9.33,6.12,30.63,
2012-12-02,27.69,25.75,8.99,20.55,20.1,40.3,49.07,37.91,268.18,7.84,6.12,6.12,7.63,6.12,15.16,10.13,30.37,6.12,8.01,20.27,45.96,10.07,8.86,28.11,34.14,6.12,12.62,6.12,15.42,20.91
2012-12-03,6.12,7.99,6.12,7.52,9.29,18.09,10.4,12.37,16.82,18.89,6.12,8.43,6.12,6.12,14.8,9.64,70.55,6.12,6.12,24.77,17.38,6.79,6.12,47.47,17.05,6.12,24.73,6.4,28.23,17.67
2012-12-04,14.45,27.16,20.16,18.69,23.64,14.02,32.95,,15.62,17.57,6.12,6.38,9.94,8.56,20.35,18.38,31.29,11.69,7.92,22.26,38.45,11.23,12.44,34.88,24.41,6.4,17.96,6.12,22.11,22.87
2012-12-05,6.77,12.54,6.12,8.92,18.14,29.04,19.04,18.48,48.25,10.24,6.12,8.99,6.38,6.86,19.29,8.41,41.24,6.12,6.99,18.03,27.76,6.12,6.12,9.63,19.67,6.12,23.6,6.12,18.48,14.84
2012-12-06,8.63,7.87,6.12,7.51,8.85,19.76,15.04,14.69,17.46,12.59,6.66,11.23,6.12,6.73,15.36,13.07,18.9,6.12,15.44,16.78,21.18,16.13,7.81,10.51,59.68,7.06,14.92,6.53,47.78,19.76
2012-12-07,10.55,12.29,9.42,12.16,16.76,15.88,11.56,13.7,13.99,15.08,7.05,13.64,6.12,6.38,19.55,13.51,19.58,6.12,14.88,18.43,22.16,18.73,8.05,6.12,43.17,6.12,9.74,6.12,40.21,23.23
2012-12-08,23.8,17.04,8.23,12.82,19.69,28.47,24.34,25.78,1457.38,12.64,6.4,7.6,6.66,11.42,21.67,9.7,19.44,11.49,8.21,22.64,41.67,15.73,9.34,8.87,38.71,10.09,10.44,6.12,19.04,24.05
2012-12-09,7.88,7.83,8.71,6.12,24.35,19.17,40.22,11.43,161.41,17.7,6.83,17.5,6.12,12.18,15.79,15.31,60.32,6.12,13.59,42.37,23.96,15.99,7.04,11.13,27.6,6.12,28.26,6.12,18.99,19.57
2012-12-10,44.6,63.53,29.37,57.26,70.19,40.55,56.17,13.18,21.56,23.66,13.85,11.32,11.93,14.75,18.58,29.13,30.77,13.68,28.25,43.2,32.3,33.13,20.69,34.49,54.54,13.08,26.47,6.12,39.31,22.39
2012-12-11,39.53,33.43,8.09,32.68,45.06,112.0,502.1,37.73,626.19,23.28,6.12,20.07,10.52,16.15,17.37,37.15,45.16,6.12,26.94,36.76,32.59,32.23,18.86,36.58,50.46,7.09,22.39,6.46,38.95,32.91
2012-12-12,9.78,17.73,8.62,13.55,32.05,18.46,11.17,11.56,15.66,25.54,7.71,15.47,6.12,14.14,22.98,33.84,37.65,6.12,26.21,43.9,6.12,33.36,12.48,19.3,40.08,6.12,16.33,7.17,43.62,27.8
2012-12-13,28.54,51.42,35.4,36.41,53.15,208.53,44.13,38.07,74.26,22.69,6.37,7.56,18.34,12.29,22.62,40.65,60.71,16.08,29.97,28.01,23.65,21.91,20.42,26.44,45.98,19.31,23.84,6.12,41.36,34.14
2012-12-14,30.18,36.95,34.17,23.86,37.18,299.72,418.61,79.35,1161.57,22.27,13.4,19.24,46.85,22.33,26.66,46.84,79.68,18.35,59.46,23.81,60.98,29.88,36.18,22.96,48.87,31.07,23.8,8.36,103.45,42.03
2012-12-15,22.92,33.58,22.06,18.68,30.05,775.77,130.36,56.13,697.47,17.18,22.11,28.81,49.96,27.7,54.05,34.97,53.41,21.28,49.01,25.08,41.13,42.16,23.3,21.67,49.21,33.02,21.3,6.12,95.37,53.88
2012-12-16,24.32,26.58,9.2,21.46,45.23,615.8,194.89,211.91,255.05,10.37,8.0,6.4,14.86,11.58,18.18,32.31,31.58,11.27,31.04,19.17,46.99,46.63,6.12,6.96,56.28,29.29,21.39,6.4,50.27,33.5
2012-12-17,48.58,53.12,32.73,40.21,40.86,135.39,19.94,41.88,130.7,17.02,12.11,11.95,18.02,6.12,19.46,22.37,19.67,7.67,16.74,21.96,53.05,34.34,12.31,16.17,55.34,24.79,,6.95,9.25,46.54
2012-12-18,54.56,53.73,23.7,34.66,31.69,18.63,6.12,6.64,543.08,15.31,6.12,6.12,8.96,6.12,17.77,16.58,14.16,8.32,11.4,22.98,27.8,11.86,18.31,,43.46,11.49,,6.12,6.12,33.73
2012-12-19,40.44,48.69,36.56,33.18,46.49,21.09,12.85,,497.5,8.09,6.12,6.12,6.12,6.43,16.87,10.85,22.58,6.99,6.12,26.76,28.04,7.99,9.65,,44.59,6.12,,6.12,6.45,33.33
2012-12-20,9.64,11.24,6.72,9.39,18.04,117.49,35.77,34.11,48.9,10.43,6.42,17.8,6.78,7.89,14.79,18.41,20.99,42.94,17.1,17.08,12.29,13.31,9.25,,79.49,6.12,,6.12,19.25,25.24
2012-12-21,18.87,11.04,14.55,24.09,29.73,244.73,50.73,53.31,161.26,13.2,6.89,7.77,6.12,7.61,23.42,20.04,28.24,11.21,17.87,40.27,10.03,23.35,6.74,,60.67,6.12,,14.57,9.03,40.99
2012-12-22,13.72,6.83,6.12,11.73,28.87,78.81,24.65,41.95,40.5,33.62,10.58,19.25,6.48,10.12,46.51,31.26,28.57,6.12,22.23,27.21,8.45,23.73,12.45,,34.44,6.12,,20.36,60.74,31.51
2012-12-23,39.55,47.68,26.44,57.99,62.81,121.28,16.28,78.3,27.32,13.48,23.43,10.51,21.65,10.71,34.52,39.36,55.79,12.03,16.51,31.26,47.59,39.36,20.12,,60.44,6.12,,15.16,49.34,58.83
2012-12-24,47.8,59.08,54.62,72.04,71.06,245.02,142.49,69.85,176.8,18.46,7.54,6.12,15.16,10.76,28.23,36.96,61.99,16.15,26.23,33.54,36.22,28.53,23.53,,39.21,6.12,,28.48,100.02,50.89
2012-12-25,34.34,55.48,52.52,98.02,81.17,375.22,171.35,160.81,199.5,19.43,7.04,6.12,8.81,12.64,24.79,49.28,61.62,25.13,35.94,31.63,27.17,22.52,22.08,,34.5,12.11,,54.44,121.53,44.63
2012-12-26,39.21,68.97,,,93.74,,,,41.2,,,,,,25.66,55.59,64.28,,,,28.11,28.09,24.28,,58.21,,,,98.43,39.03
2012-12-27,,,,,44.08,,,,16.57,,,,,,,,,,,,,,,,,,,,,37.47
2012-12-28,,,,,45.04,,,,125.86,,,,,,,,,,,,,,,,,,,,,34.42
2012-12-29,17.86,46.44,9.9,39.19,52.5,12.49,8.36,12.35,676.89,11.47,,6.12,6.12,11.13,14.31,15.74,34.56,6.58,10.58,28.26,12.71,7.84,8.07,,37.26,6.12,,44.22,22.84,40.59
2012-12-30,21.21,86.06,17.16,47.86,51.55,14.49,58.69,14.53,415.27,6.4,,6.12,9.51,6.12,14.47,17.13,25.2,7.75,15.28,25.34,30.01,9.56,11.72,,45.19,6.12,,40.72,,32.37
2012-12-31,15.88,65.37,8.96,34.69,56.8,40.64,143.85,38.03,91.33,11.85,,16.64,6.12,7.68,13.26,35.37,21.62,6.12,25.09,16.9,19.58,13.37,6.12,,49.71,6.12,,54.32,31.19,22.32
