datetime,temp,humidity,windspeed,sealevelpressure
2019-12-31,-2.5,87.7,15.9,1031.5
2020-01-01,0,89.2,17.1,1033.2
2020-01-02,0.1,89.3,11.7,1033.8
2020-01-03,-3,97.2,11.7,1028.5
2020-01-04,-1.6,98.5,12.2,1024.4
2020-01-05,1.9,80.8,35.8,1025.8
2020-01-06,-1.5,79.2,15.5,1032.1
2020-01-07,-2.3,83,7.3,1030.2
2020-01-08,-2.3,88.9,9.5,1033.4
2020-01-09,1.2,79.1,9.8,1029.3
2020-01-10,1.6,79.8,8.3,1023.5
2020-01-11,1.7,86.4,14.8,1028.8
2020-01-12,-1.3,98.7,9.1,1031.4
2020-01-13,-1.8,99.7,7.8,1029
2020-01-14,-1.8,98.1,8.6,1027.2
2020-01-15,-2,99.1,7,1029.6
2020-01-16,-1.9,98.7,6.7,1031.7
2020-01-17,-1.2,98.3,15.3,1029.3
2020-01-18,-1.4,96.8,11.5,1026.1
2020-01-19,-0.4,98.3,9.5,1030
2020-01-20,0.5,96.1,10.7,1043.4
2020-01-21,1.4,85.5,10.6,1044.7
2020-01-22,0.1,83.4,15,1033.1
2020-01-23,0,85.3,18.9,1035.5
2020-01-24,-0.5,77.9,14.5,1028.8
2020-01-25,1.8,76.6,11.1,1024.6
2020-01-26,6,77.7,13,1021.5
2020-01-27,3.3,98.6,18.1,1018.2
2020-01-28,5.4,84,22.5,1010.6
2020-01-29,4.4,86.8,38.6,1010.9
2020-01-30,3.7,77.9,26.2,1019.3
2020-01-31,7.8,60.8,18.9,1014.9
2020-02-01,11.6,64.5,14.2,1016.3
2020-02-02,11.5,70.5,18.4,1015.4
2020-02-03,10.4,79.8,15,1014
2020-02-04,8.5,80.6,38.9,1004.1
2020-02-05,2.6,82.1,52.6,1006.9
2020-02-06,0.7,63.2,44.9,1024.4
2020-02-07,3.6,76.6,21.7,1025.9
2020-02-08,1,57.5,12.9,1031.3
2020-02-09,2.8,64.3,14.8,1029.2
2020-02-10,8.7,56.8,36.9,1015.6
2020-02-11,6.5,84.6,43.6,1010.7
2020-02-12,5.8,72.4,20,1018.8
2020-02-13,5.3,65.8,21.2,1022.2
2020-02-14,6.8,79.6,16,1017
2020-02-15,5.2,86.8,14,1028.3
2020-02-16,6,74.5,22,1029.2
2020-02-17,8.7,63.2,11.9,1022.9
2020-02-18,7.3,78.7,20.8,1023.2
2020-02-19,7.2,68.9,12.4,1021.3
2020-02-20,5.6,76.3,25.4,1022.7
2020-02-21,4.3,69.2,21.2,1024.6
2020-02-22,4.6,62.2,20.5,1030.9
2020-02-23,8.2,52.2,15.1,1022.2
2020-02-24,8.9,48,36.1,1018.9
2020-02-25,8.1,57.2,12.5,1010.2
2020-02-26,10.5,63.3,34.2,999.8
2020-02-27,3.8,80,30.9,1007.1
2020-02-28,4.5,73.9,37.9,1010.7
2020-02-29,5.3,59.1,17.4,1018.3
2020-03-01,10.7,49.5,19.9,1010.7
2020-03-02,15.1,46.5,29.8,1003.8
2020-03-03,15.1,63.3,31.6,1001.2
2020-03-04,7.6,91.6,22.2,1008.2
2020-03-05,4.7,73.7,15.5,1011.1
2020-03-06,7.7,73.5,21.3,1002.7
2020-03-07,7.9,90,17.6,1010.2
2020-03-08,5.2,89.2,17.7,1018.7
2020-03-09,6.7,87.6,12.2,1015
2020-03-10,7.7,76,17.1,1014.9
2020-03-11,10.8,64.6,13.2,1017.6
2020-03-12,16.3,54,27.2,1017
2020-03-13,12.6,62.7,34.3,1015.4
2020-03-14,8.6,63,17.3,1020
2020-03-15,6,58.1,20.2,1025.1
2020-03-16,6.5,50.7,35.8,1029.4
2020-03-17,8.6,49.3,22.3,1028.2
2020-03-18,9.8,52.6,15.8,1028.8
2020-03-19,10.9,50.3,8,1026
2020-03-20,12.7,49.1,7,1020.9
2020-03-21,12.3,54.6,24.4,1015.1
2020-03-22,5.1,55.8,23.6,1023.1
2020-03-23,0.9,56.3,18.7,1025.2
2020-03-24,-0.1,94,35.3,1023.8
2020-03-25,1.5,69.9,35.8,1025.4
2020-03-26,6.3,59.1,41.2,1020.8
2020-03-27,10.2,49.8,35.5,1018.1
2020-03-28,10,58.1,8.6,1014.5
2020-03-29,11.7,55.9,28.2,1011.3
2020-03-30,6.7,62.3,27.7,1016.9
2020-03-31,3.7,43.1,19.2,1022.6
2020-04-01,2.5,58.4,26.2,1020.8
2020-04-02,5.5,55.8,16.8,1016.5
2020-04-03,7.9,54.1,11.4,1013.5
2020-04-04,10.5,48.7,16.3,1018.5
2020-04-05,12.4,44.4,25.4,1024.6
2020-04-06,11.6,31.8,34.5,1030.5
2020-04-07,11.2,26.7,26.5,1032.6
2020-04-08,11.8,33.7,14.8,1028.8
2020-04-09,13.7,37.4,13,1022.1
2020-04-10,15,40.6,22.6,1020.3
2020-04-11,13.9,42.9,29.8,1022.1
2020-04-12,14.4,41.9,10.6,1021.4
2020-04-13,17.5,41.4,18.6,1013.9
2020-04-14,8.9,72.9,36,1015.5
2020-04-15,6.3,67.3,16.8,1024.9
2020-04-16,11.8,49,10.1,1022
2020-04-17,16.3,45.4,20.5,1015.1
2020-04-18,18.8,40.8,10.4,1014.1
2020-04-19,18,50.8,29.1,1012
2020-04-20,13.9,47.7,18.1,1017.1
2020-04-21,12,51.4,30.1,1018.1
2020-04-22,12,53.8,22.8,1020.6
2020-04-23,13.5,43,18.9,1019.5
2020-04-24,14.6,43.7,8.3,1014.1
2020-04-25,16.6,42.4,26.5,1006.5
2020-04-26,12.5,59.3,14,1010.8
2020-04-27,14.3,60.7,11.2,1013.1
2020-04-28,18.9,46.8,11.9,1010.2
2020-04-29,17.5,61.9,18.4,1008
2020-04-30,16.1,73.5,23,1009.4
2020-05-01,15.4,74.3,16.1,1008.6
2020-05-02,12.3,96.7,18.6,1007.5
2020-05-03,12.4,71.6,30.1,1012
2020-05-04,12.7,61.4,20,1016.9
2020-05-05,15.5,60.5,17.3,1014.1
2020-05-06,12,67.6,26.2,1016.3
2020-05-07,13.9,53.1,29.3,1018.5
2020-05-08,14.9,52.9,17.1,1020
2020-05-09,18.5,51.5,10.1,1014.7
2020-05-10,20.8,50.9,11.2,1011.3
2020-05-11,22.1,42.6,19.4,1006
2020-05-12,16.8,47.4,31.6,1011.2
2020-05-13,19,48.4,29,1014.7
2020-05-14,21.7,63.8,41,1009.5
2020-05-15,17.6,86,18.9,1010.6
2020-05-16,16.1,62,19.2,1021.9
2020-05-17,17.1,78.4,11.1,1019.4
2020-05-18,18,74.2,9.1,1022.1
2020-05-19,19.5,76.5,18.1,1017.2
2020-05-20,16.8,85.9,27.2,1011.9
2020-05-21,15.4,53.9,24.6,1016.4
2020-05-22,14.8,46.1,16.3,1022.7
2020-05-23,17,60.9,14.5,1023
2020-05-24,15.5,72.4,29.6,1023
2020-05-25,14.2,65.6,22.4,1024.5
2020-05-26,12.2,91.9,19.2,1023.7
2020-05-27,13.5,82.2,21.5,1024.7
2020-05-28,14.9,76.2,26.7,1021
2020-05-29,14.6,79.3,24.4,1018.7
2020-05-30,13.8,89.1,15.3,1016.3
2020-05-31,13,69.8,29.8,1014.8
2020-06-01,12.2,94.3,19.4,1015.1
2020-06-02,13.7,82.8,22.1,1012.2
2020-06-03,14.5,81.9,20.7,1007.8
2020-06-04,19.7,62.9,17.5,1005.3
2020-06-05,21.3,53.1,34.5,1003.5
2020-06-06,20.5,70.8,12.7,1007.5
2020-06-07,22.6,66,16.6,1007.1
2020-06-08,20.9,76,25.7,1008.3
2020-06-09,18.9,86.9,25.2,1009.6
2020-06-10,18.6,88.8,27.9,1009.6
2020-06-11,16.7,91.6,14.3,1009.8
2020-06-12,19.1,75.3,22,1009.1
2020-06-13,22.3,64.3,24.1,1008.8
2020-06-14,23,64.1,30.3,1007
2020-06-15,19.5,83.8,24.9,1009.8
2020-06-16,18.9,86.8,24.1,1009.8
2020-06-17,18.5,86.9,23.5,1008.3
2020-06-18,20.1,83.3,24.4,1009.3
2020-06-19,21.2,70.7,22.5,1012.8
2020-06-20,19.4,76.3,24.6,1013.3
2020-06-21,16.7,89.4,23.5,1011.6
2020-06-22,17.8,96.8,21.8,1010.6
2020-06-23,19.4,82.8,30.1,1013.7
2020-06-24,20.8,69,16.3,1019.4
2020-06-25,22.1,66.9,11.2,1020.3
2020-06-26,24.8,66.9,23.5,1017.9
2020-06-27,26.3,59.9,22.8,1015.6
2020-06-28,26.4,53.7,12.2,1014.4
2020-06-29,27.2,58.8,33.5,1010.5
2020-06-30,22.2,65.6,23.5,1014.7
2020-07-01,25.2,57.9,17.6,1012.6
2020-07-02,27.1,64,15.8,1009.5
2020-07-03,24.8,74,26.4,1011
2020-07-04,22.5,71.6,16.6,1015.5
2020-07-05,24.1,64.8,17.1,1014.7
2020-07-06,24.8,59,10.7,1010
2020-07-07,18.8,67.9,32.4,1014.5
2020-07-08,19.4,64.3,8.8,1018.2
2020-07-09,22.6,55.7,10.1,1018.7
2020-07-10,25.6,54,25.4,1015.8
2020-07-11,27.5,45.9,29.3,1013.1
2020-07-12,18.6,70.2,24.7,1020.7
2020-07-13,18.3,56.7,18.7,1020.7
2020-07-14,18.6,54.3,13,1016.3
2020-07-15,20.5,55.1,9.9,1013.7
2020-07-16,22.3,62.2,25.9,1013.2
2020-07-17,17.4,83.9,24.4,1013.8
2020-07-18,17.5,80.7,14.8,1014.9
2020-07-19,17.9,81.9,16,1014.4
2020-07-20,21.1,71,10.1,1016.4
2020-07-21,24,65.7,8.6,1018.8
2020-07-22,25.4,62.2,12.7,1017.4
2020-07-23,24,69,15.8,1013.6
2020-07-24,23.5,75,24.1,1011.3
2020-07-25,20.7,87.3,15.8,1010.1
2020-07-26,20.9,84.4,14.5,1013.6
2020-07-27,23.7,71.6,16,1016.8
2020-07-28,24.9,60.8,9.5,1016
2020-07-29,26.5,57.7,13.2,1015.5
2020-07-30,27.3,59.4,9.3,1017
2020-07-31,28.1,63.8,14,1014.4
2020-08-01,25.5,53.4,18.7,1013.1
2020-08-02,23.5,49.7,15,1013.4
2020-08-03,26.3,50.7,28.8,1008.5
2020-08-04,27.9,49.6,29.5,1005.5
2020-08-05,19.8,90.5,21.1,1012.2
2020-08-06,23.2,75.4,17.1,1014.8
2020-08-07,24.4,64.6,22.5,1015.9
2020-08-08,23.7,76.6,21,1017.2
2020-08-09,25,71.3,17.6,1015.2
2020-08-10,24.6,72,19.2,1014.9
2020-08-11,25.8,68.7,12.5,1015.5
2020-08-12,24.5,69.5,14,1016.4
2020-08-13,24.9,60.5,7.5,1016.1
2020-08-14,25.5,64.3,15.8,1012.4
2020-08-15,22.3,83.9,20.1,1012.1
2020-08-16,22.8,77.5,18.7,1013.2
2020-08-17,24.5,66.6,29.3,1012
2020-08-18,22,77.1,23.1,1009.9
2020-08-19,21.5,78,27.2,1009.4
2020-08-20,22,70.1,18.9,1012.9
2020-08-21,23.5,64.5,10.1,1017.2
2020-08-22,25,63.3,8.8,1015.4
2020-08-23,24.4,68.3,18.4,1013.1
2020-08-24,23,68,11.9,1013.6
2020-08-25,19.6,78.7,23.8,1014.2
2020-08-26,21.6,67.1,13.8,1015.1
2020-08-27,21.9,59.7,18,1014.7
2020-08-28,23.3,53.2,15.8,1011.1
2020-08-29,26.7,52.8,17.1,1008.2
2020-08-30,28.2,47.9,25.7,1009.3
2020-08-31,26.1,56.4,31.4,1010.6
2020-09-01,20.5,65.5,23.6,1009.4
2020-09-02,18.2,63.9,9.5,1017
2020-09-03,18.3,64,16.3,1020.4
2020-09-04,19,61.5,27.8,1024.4
2020-09-05,20.4,57.4,9.8,1020.1
2020-09-06,22.4,58.9,11.3,1014.1
2020-09-07,22.5,63.6,22.8,1015.7
2020-09-08,20.8,62.4,15,1025.3
2020-09-09,21,57,8.9,1024.1
2020-09-10,21.6,54.6,8.1,1017.1
2020-09-11,22.4,58.4,12.4,1015.3
2020-09-12,24,52.6,14,1017.9
2020-09-13,23.3,57,11.4,1022.9
2020-09-14,23.4,56.8,10.4,1025.5
2020-09-15,23.6,55.9,24.8,1023.3
2020-09-16,24.2,48.3,26.4,1018.3
2020-09-17,23.7,51.8,13.7,1015
2020-09-18,19.3,47.6,21.8,1021
2020-09-19,16,49.2,10.3,1022.4
2020-09-20,18.9,50.1,17.9,1018
2020-09-21,19.9,40.4,26.4,1017.8
2020-09-22,21.7,49.6,30,1015.7
2020-09-23,21.3,61.2,21.8,1011.3
2020-09-24,20.9,62.8,10.9,1011.3
2020-09-25,21.2,63.9,25.9,1003.4
2020-09-26,17.2,76.2,29.5,995.8
2020-09-27,14.7,75,18,1008.1
2020-09-28,18.2,63,39.6,1008.3
2020-09-29,14.7,82,23.5,1014.3
2020-09-30,13.9,81.2,28.3,1012.5
2020-10-01,15.3,75.3,21.2,1007.6
2020-10-02,18.8,62.8,18.7,1008.1
2020-10-03,22.7,55.4,35.6,1007.3
2020-10-04,22.4,62.6,39.4,1007.9
2020-10-05,19.9,76.7,18.4,1009.7
2020-10-06,16.7,79.2,18,1013.8
2020-10-07,16,79.3,13.7,1011.5
2020-10-08,13.7,81.9,30.1,1017.1
2020-10-09,13.6,71.1,18.1,1022.4
2020-10-10,13.9,76,8.6,1018.8
2020-10-11,13.9,79.3,14,1014.6
2020-10-12,10.2,92.2,22.8,1010.3
2020-10-13,7.9,89.8,31.4,1006.5
2020-10-14,12.3,62.3,16.9,1011.5
2020-10-15,14.3,80.1,25.9,1011
2020-10-16,11.9,92.4,21,1011.7
2020-10-17,9.2,89.2,12.7,1015.9
2020-10-18,8.9,81.6,14.8,1021.6
2020-10-19,8.4,77.4,10.1,1026.5
2020-10-20,8.8,75.1,11.1,1026.5
2020-10-21,12.1,65.1,17.3,1023.4
2020-10-22,12.1,73.8,9.1,1021.8
2020-10-23,12.3,76.3,7.8,1019.3
2020-10-24,13.2,88.3,12.7,1017
2020-10-25,13.6,94.4,9,1014
2020-10-26,14.3,79.3,12.7,1013.1
2020-10-27,13.9,76.1,15,1012.2
2020-10-28,10.4,95,13.7,1016.4
2020-10-29,12.5,92.1,18.9,1018.7
2020-10-30,11.6,80.5,19.9,1023.4
2020-10-31,11.9,88.5,22.2,1022.2
2020-11-01,8.1,88.9,11.2,1023.5
2020-11-02,12.4,81.5,10.3,1021.3
2020-11-03,15.2,83.9,9.6,1021.2
2020-11-04,12.7,97.5,11.2,1023.9
2020-11-05,11.2,97.6,14,1029.9
2020-11-06,9.1,80.7,17.9,1033.9
2020-11-07,6.7,95.1,7.3,1033.2
2020-11-08,6.1,96.6,10.4,1027.5
2020-11-09,5.5,99.8,9.9,1027.6
2020-11-10,6.9,91.4,14.5,1030.1
2020-11-11,8.4,82.5,18.1,1029.5
2020-11-12,8.4,86.5,11.4,1026.8
2020-11-13,8.3,94.2,8.6,1026.7
2020-11-14,9.2,88.2,9.6,1027
2020-11-15,8.5,88.7,11.2,1024.5
2020-11-16,10.3,87.9,21,1019.3
2020-11-17,8.3,97.4,12.7,1027.5
2020-11-18,8.4,95.7,9.6,1032.3
2020-11-19,7.7,85.5,30.8,1025.7
2020-11-20,5.2,92.1,27.8,1023.5
2020-11-21,3.6,80.3,20.5,1032.4
2020-11-22,3.8,86.8,10.6,1033.8
2020-11-23,3.2,91.1,12.4,1029
2020-11-24,3.5,93,7.2,1031
2020-11-25,4,89.4,16.1,1027.7
2020-11-26,0.2,99.8,9.6,1026.9
2020-11-27,0.5,98.4,5.8,1025.2
2020-11-28,0.7,98.6,7.2,1022.7
2020-11-29,1.7,93.4,11.4,1023
2020-11-30,1.7,87.9,12.5,1026.6
2020-12-01,-0.3,87.2,23.4,1022.6
2020-12-02,0.3,78,25.2,1020
2020-12-03,4.3,74.9,42.2,1011.7
2020-12-04,6.3,72.5,37,1008.1
2020-12-05,10.1,72.4,34.4,1011.5
2020-12-06,9.4,75.2,49.3,1011.1
2020-12-07,5.9,79,50.5,1009.1
2020-12-08,4.2,79.5,37,1011.8
2020-12-09,3.6,77.2,42,1007.9
2020-12-10,4.4,89.9,16.3,1007.4
2020-12-11,3.8,97,11.1,1008.3
2020-12-12,5.6,91.6,18,1003.8
2020-12-13,4.3,97.9,13,1011
2020-12-14,3.8,94.7,14.5,1020
2020-12-15,3.7,92.1,15.5,1023.4
2020-12-16,4,91.7,15,1024.1
2020-12-17,1.9,99.8,6.8,1027
2020-12-18,2.9,98.5,9.5,1029.9
2020-12-19,3.4,95,8,1029.1
2020-12-20,3.7,93.8,13.5,1028.3
2020-12-21,5.2,80.9,19,1028
2020-12-22,5.7,83.6,10.1,1024.9
2020-12-23,9.4,77.8,9.6,1021.8
2020-12-24,10.5,72.3,13.7,1014.6
2020-12-25,7.2,97.7,22.1,1011.6
2020-12-26,3.5,89.9,21.5,1018.7
2020-12-27,2.5,83,32.4,1013.1
2020-12-28,9.1,65.6,40.2,999.1
2020-12-29,10.7,64.7,41,1002.5
2020-12-30,10,81.8,27.7,1005.5
2020-12-31,6.6,96.3,25.1,1007.4
